candidate,n_stubs,depth_scale,width_scale,seed_offset,fabrication_valid,f3db_thz,pass_avg_s21_db,pass_min_s21_db,pass_ripple_db,pass_avg_s11_db,edge_avg_s21_db,stop_avg_s21_db,stop_max_s21_db,monotonic_violation_db,score
SWEEP_0082,11,0.96,1.0,1,True,0.8431189504209424,-0.26489817299095775,-0.708979303433815,0.584443313614883,-18.814951139182444,-16.237609079578963,-13.871288349252177,-0.4271199098891731,0.1419246870833562,-4.442224240441803
SWEEP_0083,11,0.96,1.25,0,True,0.7672123909520331,-0.32287043396724946,-1.0656510177835568,0.9534358018994558,-18.196023759735613,-16.248554206742345,-15.061582749067266,-0.4566984327228937,5.440998234376071,-6.4638273654271385
SWEEP_0084,11,0.96,1.25,1,True,0.8407768697698729,-0.2864046839128764,-0.5810032794868771,0.4666458182873828,-17.782678867544004,-22.511501334191383,-21.398045286868342,-0.5158612795832708,0.22323686431331313,-4.892877664424235
SWEEP_0085,11,1.04,0.75,0,True,0.761567419751016,-0.2916271135319521,-0.6207128531898298,0.5056842721885456,-17.767141029570308,-18.200093420403437,-9.371982062376754,-0.8529184289666911,2.251344999302251,-5.221102043379381
SWEEP_0086,11,1.04,0.75,1,True,0.7968952205289432,-0.3149884080404625,-0.9815085525911366,0.8659124964864345,-17.792243986791174,-13.275119824999733,-12.57762653570973,-1.316646843841206,0.8950138224583883,-2.7533101777643605
SWEEP_0087,11,1.04,1.0,0,True,0.7401360104136987,-0.29702320235766316,-0.9091792428511049,0.8000497487019301,-18.780309920901608,-22.294873087374516,-9.827028605216922,-1.316890235797548,4.670059553736491,-7.433060873551224
SWEEP_0088,11,1.04,1.0,1,True,0.7837250692357465,-0.3050149975957379,-0.8668032044607532,0.7394512010320375,-17.51666326964183,-26.73774864916857,-11.592325182261046,-0.5628862990404172,8.883820022704164,-7.614895925915318
SWEEP_0089,11,1.04,1.25,0,True,0.7225113281501367,-0.3548080286176756,-1.2194008941786827,1.1075560586860798,-17.33755427373085,-27.10765579007429,-11.439441833623844,-0.7952215606589443,7.050960898072573,-10.410941123017583
SWEEP_0090,11,1.04,1.25,1,True,0.782516972898671,-0.34256155422185247,-0.9648085054591193,0.8485134591321452,-16.602322296952813,-37.66536716168772,-16.581614659163918,-0.5162235672094231,2.6506135863629474,-6.170322681266228
SWEEP_0091,11,1.12,0.75,0,True,0.7205910015066951,-0.3310373010622732,-0.8352189917005691,0.7189256010289952,-17.121893739685284,-23.206968083159357,-8.347473698152866,-0.7027513692074981,18.79854988850614,-14.16160812154244
SWEEP_0092,11,1.12,0.75,1,True,0.7581617271864802,-0.35896036655302316,-1.189940211170917,1.0746716087719108,-16.95156524027606,-14.543126735262016,-12.495240228289994,-0.8024448031017422,12.153159438626709,-9.764099611620033
SWEEP_0093,11,1.12,1.0,0,True,0.7037233360689342,-0.3260770533234205,-1.0390812714580797,0.9293037949065478,-18.190420473021472,-31.55453005900145,-7.135218668938543,-0.5864029276959241,13.337974490035839,-13.62453576736901
SWEEP_0094,11,1.12,1.0,1,True,0.7327441233809263,-0.3527665890237407,-1.0963608516728147,0.9678662998578977,-16.708778853900196,-30.481295115493268,-10.358241943206316,-1.1444434165100446,25.340272241815285,-17.138924464717
SWEEP_0095,11,1.12,1.25,0,True,0.6881874328042986,-0.43139788353419084,-2.1404968590344424,2.0285275469933244,-16.50873003970121,-37.0463528569254,-8.21528882004249,-0.6126778740804482,18.105506449891493,-19.796030157672483
SWEEP_0096,11,1.12,1.25,1,True,0.7365902771570331,-0.4474266554413192,-2.1359267310883934,2.019778094620267,-15.486073177228413,-45.616617685512644,-12.53833554714784,-0.6108974138776669,36.904807778345074,-25.830146157786125
